id,valid,perf,util-LUT,util-DSP,util-FF,util-BRAM
0,True,733307.7957667076,0.0008258968591690063,0.04341781139373779,0.025861620903015137,0.006574422121047974
1,True,218688.85346190614,0.28335434198379517,0.5115265846252441,0.19735893607139587,0.009348660707473755
2,False,0,0,0,0,0
3,False,0,0,0,0,0
4,True,424708.26242097403,0.20624993741512299,0.11832302808761597,0.06657803058624268,0
5,True,333657.2251834143,0.026427462697029114,0,0,0.07380452752113342
6,False,0,0,0,0,0
7,False,0,0,0,0,0
8,False,0,0,0,0,0
9,True,419690.9911917138,0.16301314532756805,0.08186811208724976,0.09672138094902039,0
10,True,325640.4941581853,0.11719714105129242,0.1678277850151062,0.0998634397983551,0.027510911226272583
11,False,0,0,0,0,0
12,False,0,0,0,0,0
13,True,143738.2314161568,0.24458472430706024,0.11350411176681519,0.13699382543563843,0
14,True,183503.05589806588,0.09379126131534576,0.12163978815078735,0.04935339093208313,0.009426981210708618
15,True,222188.41678417972,0.13380016386508942,0.19799870252609253,0.07024833559989929,0.021097332239151
16,False,0,0,0,0,0
17,False,0,0,0,0,0
18,False,0,0,0,0,0
19,False,0,0,0,0,0
20,False,0,0,0,0,0
21,False,0,0,0,0,0
22,False,0,0,0,0,0
23,False,0,0,0,0,0
24,True,662447.3312105413,0.001186862587928772,0,0,0
25,False,0,0,0,0,0
26,False,0,0,0,0,0
27,False,0,0,0,0,0
28,False,0,0,0,0,0
29,False,0,0,0,0,0
30,True,389391.23379580595,0.20601703226566315,0.10296410322189331,0.05830824375152588,0
31,False,0,0,0,0,0
32,True,522702.7541107254,0.048610374331474304,0.06783455610275269,0.07422736287117004,0
33,False,0,0,0,0,0
34,True,382789.2412100761,0.07959963381290436,0.08632832765579224,0.08833813667297363,0.01717999577522278
35,False,0,0,0,0,0
36,True,624249.9672125861,0,0,0,0
37,True,205972.06171076326,0.31022316217422485,0.6209298968315125,0.18029871582984924,0.0375383198261261
38,True,699953.5685455009,0.0733916312456131,0.07727295160293579,0.06770592927932739,0
39,False,0,0,0,0,0
40,False,0,0,0,0,0
41,True,167398.07482379576,0.24868591129779816,0.4384384751319885,0.16731500625610352,0.08011618256568909
42,False,0,0,0,0,0
43,False,0,0,0,0,0
44,False,0,0,0,0,0
45,False,0,0,0,0,0
46,False,0,0,0,0,0
47,False,0,0,0,0,0
48,False,0,0,0,0,0
49,True,753546.6913789633,0.09996111690998077,0.07994598150253296,0.0767483115196228,0.01110723614692688
50,False,0,0,0,0,0
51,False,0,0,0,0,0
52,True,173317.07332942064,0.28766965866088867,0.5177169442176819,0.19049912691116333,0.08884528279304504
53,False,0,0,0,0,0
54,True,588124.4589104593,0.00869058072566986,0,0,0
55,False,0,0,0,0,0
56,False,0,0,0,0,0
57,False,0,0,0,0,0
58,True,344479.8694289608,0.028244122862815857,0.019404590129852295,0,0.10108736157417297
59,False,0,0,0,0,0
60,True,693053.1662333506,0,0.005900323390960693,0,0.031734615564346313
61,False,0,0,0,0,0
62,False,0,0,0,0,0
63,True,652271.0764941712,0.026332154870033264,0.0319439172744751,0.04053622484207153,0.02435925602912903
64,False,0,0,0,0,0
65,True,811900.4482813061,0.053483858704566956,0.06696051359176636,0.06584686040878296,0
66,True,531955.6775252367,0.08869247138500214,0.051223933696746826,0.08102405071258545,0
67,True,705830.5005301944,0.10507015883922577,0.1759982705116272,0.09942814707756042,0.008411198854446411
68,False,0,0,0,0,0
69,False,0,0,0,0,0
70,False,0,0,0,0,0
71,False,0,0,0,0,0
72,False,0,0,0,0,0
73,True,289640.38996754127,0.10852371156215668,0.14663809537887573,0.048271894454956055,0.048702627420425415
74,True,422754.55445656826,0.013159260153770447,0.002558112144470215,0,0.05628839135169983
75,False,0,0,0,0,0
76,False,0,0,0,0,0
77,False,0,0,0,0,0
78,False,0,0,0,0,0
79,False,0,0,0,0,0
80,True,262496.0982350772,0.1426640897989273,0.12975412607192993,0.09417885541915894,0
81,False,0,0,0,0,0
82,False,0,0,0,0,0
83,False,0,0,0,0,0
84,False,0,0,0,0,0
85,False,0,0,0,0,0
86,False,0,0,0,0,0
87,True,395362.1995504675,0.12362147867679596,0.08281654119491577,0.09937351942062378,0.03908708691596985
88,False,0,0,0,0,0
89,False,0,0,0,0,0
90,True,164217.97788280123,0.23080326616764069,0.347393274307251,0.14528125524520874,0.02432158589363098
91,True,466405.23589689104,0.19409306347370148,0.1313912272453308,0.06725463271141052,0.009117037057876587
92,False,0,0,0,0,0
93,True,472096.1017747861,0.18340520560741425,0.09755343198776245,0.052712053060531616,0.007733017206192017
94,False,0,0,0,0,0
95,False,0,0,0,0,0
96,False,0,0,0,0,0
97,False,0,0,0,0,0
98,False,0,0,0,0,0
99,False,0,0,0,0,0
100,False,0,0,0,0,0
101,True,228413.83781133613,0.1396893411874771,0.21769696474075317,0.08407694101333618,0.01034274697303772
102,True,330262.2267253164,0.15513990819454193,0.23666709661483765,0.14156633615493774,0.02422991394996643
103,False,0,0,0,0,0
104,False,0,0,0,0,0
105,True,534567.5616713534,0.10838942229747772,0.17430830001831055,0.09350109100341797,0.019476085901260376
106,False,0,0,0,0,0
107,True,60159.239816712965,0.49513834714889526,0.376431405544281,0.1937454342842102,0
108,False,0,0,0,0,0
109,True,467316.56735369994,0.08662484586238861,0.05365484952926636,0.08597451448440552,0
110,False,0,0,0,0,0
111,True,245044.9840251607,0.1120101660490036,0.1362045407295227,0.054296910762786865,0.024610549211502075
112,False,0,0,0,0,0
113,False,0,0,0,0,0
114,False,0,0,0,0,0
115,False,0,0,0,0,0
116,False,0,0,0,0,0
117,False,0,0,0,0,0
118,False,0,0,0,0,0
119,False,0,0,0,0,0
120,False,0,0,0,0,0
121,False,0,0,0,0,0
122,False,0,0,0,0,0
123,False,0,0,0,0,0
124,True,51619.55661450794,0.3555600047111511,0.6269572377204895,0.2171531319618225,0
125,False,0,0,0,0,0
126,False,0,0,0,0,0
127,False,0,0,0,0,0
128,True,212495.04311722427,0.28957414627075195,0.5537661910057068,0.2066950798034668,0.01639154553413391
129,False,0,0,0,0,0
130,False,0,0,0,0,0
131,False,0,0,0,0,0
132,False,0,0,0,0,0
133,True,365245.76331009384,0.37137800455093384,0.7216326594352722,0.24319568276405334,0.03440907597541809
134,False,0,0,0,0,0
135,True,726316.4364832293,0.01549212634563446,0.016115009784698486,0.03169894218444824,0
136,True,1209928.0425903664,0.029885008931159973,0,0,0.012274056673049927
137,False,0,0,0,0,0
138,False,0,0,0,0,0
139,False,0,0,0,0,0
140,False,0,0,0,0,0
141,True,1233832.600791573,0.028503164649009705,0,0,0.01369050145149231
142,True,822580.5630550877,0.07944808900356293,0.11057478189468384,0.05356660485267639,0.035404473543167114
143,False,0,0,0,0,0
144,False,0,0,0,0,0
145,False,0,0,0,0,0
146,False,0,0,0,0,0
147,False,0,0,0,0,0
148,True,200259.0491520873,0.1674075573682785,0.18120139837265015,0.06831979751586914,0.028852015733718872
149,False,0,0,0,0,0
150,False,0,0,0,0,0
151,False,0,0,0,0,0
152,True,1463305.3849593077,0.03457789123058319,0.008778154850006104,0,0.028164297342300415
153,False,0,0,0,0,0
154,True,841193.0618165757,0.07257901132106781,0.10557013750076294,0.05370399355888367,0.030476480722427368
155,True,1213151.751879617,0.029816284775733948,0,0.0029696524143218994,0.025529056787490845
156,False,0,0,0,0,0
157,True,522533.8193562343,0.10214249789714813,0.1356738805770874,0.038027435541152954,0.03152993321418762
158,False,0,0,0,0,0
159,False,0,0,0,0,0
160,True,191508.52145865696,0.16980819404125214,0.18314135074615479,0.07341766357421875,0.020903021097183228
161,True,1058778.197845051,0.12802349030971527,0.23599004745483398,0.06156003475189209,0.06964018940925598
162,False,0,0,0,0,0
163,False,0,0,0,0,0
164,True,1280729.7572624043,0.07984037697315216,0.1032419204711914,0.035429030656814575,0.062192827463150024
165,False,0,0,0,0,0
166,False,0,0,0,0,0
167,True,1126844.9078002255,0.06079350411891937,0.03900414705276489,0.028513282537460327,0.023452550172805786
168,False,0,0,0,0,0
169,False,0,0,0,0,0
170,True,678838.0283903821,0.1273081749677658,0.14320212602615356,0.06547868251800537,0.07212963700294495
171,False,0,0,0,0,0
172,True,1122401.5091344088,0.059828177094459534,0.03813493251800537,0.02844160795211792,0.02740052342414856
173,False,0,0,0,0,0
174,False,0,0,0,0,0
175,True,875117.4703741157,0.06471304595470428,0.10343986749649048,0.050796955823898315,0.028214246034622192
176,False,0,0,0,0,0
177,True,1399942.9964105715,0.05318950116634369,0.00654447078704834,0.0016129612922668457,0.05636075139045715
178,False,0,0,0,0,0
179,False,0,0,0,0,0
180,True,155590.51394537312,0.09750150144100189,0.12946844100952148,0.05048477649688721,0.033498793840408325
181,False,0,0,0,0,0
182,False,0,0,0,0,0
183,True,1215320.3232041276,0.04677222669124603,0,0.004246741533279419,0.032780200242996216
184,False,0,0,0,0,0
185,False,0,0,0,0,0
186,False,0,0,0,0,0
187,False,0,0,0,0,0
188,False,0,0,0,0,0
189,True,205257.4688216015,0.1700708121061325,0.18218690156936646,0.07143890857696533,0.028864532709121704
190,False,0,0,0,0,0
191,False,0,0,0,0,0
192,True,1398965.4070260369,0.033775195479393005,0,0,0.021554619073867798
193,True,449439.1405069797,0.11902157962322235,0.13669037818908691,0.0421980619430542,0.04178324341773987
194,False,0,0,0,0,0
195,True,1270270.7208555269,0.02953021228313446,0,0,0.014887720346450806
196,False,0,0,0,0,0
197,False,0,0,0,0,0
198,False,0,0,0,0,0
199,False,0,0,0,0,0
200,True,1006196.0574159205,0.05138947069644928,0.02855581045150757,0.02648341655731201,0.008884578943252563
201,False,0,0,0,0,0
202,False,0,0,0,0,0
203,False,0,0,0,0,0
204,False,0,0,0,0,0
205,True,208894.8183559418,0.1718536764383316,0.18531489372253418,0.06997087597846985,0.0305345356464386
206,False,0,0,0,0,0
207,False,0,0,0,0,0
208,False,0,0,0,0,0
209,True,469816.47012455843,0.11341707408428192,0.1289493441581726,0.04219919443130493,0.05028620362281799
210,False,0,0,0,0,0
211,True,1242430.5920893352,0.030808016657829285,0,0.0012171268463134766,0.014374524354934692
212,True,1273218.3178609977,0.031906262040138245,0,0,0.016098052263259888
213,False,0,0,0,0,0
214,True,240849.57045948104,0.11533807218074799,0.13987106084823608,0.06233859062194824,0.022795945405960083
215,False,0,0,0,0,0
216,True,1177564.6738925055,0.04594238102436066,0.0007852911949157715,0.006411850452423096,0.02554646134376526
217,False,0,0,0,0,0
218,True,197707.04035635132,0.17032499611377716,0.18838179111480713,0.07042914628982544,0.029601842164993286
219,False,0,0,0,0,0
220,True,1194243.9976582855,0.06080015003681183,0.007757306098937988,0.006399184465408325,0.04539075493812561
221,False,0,0,0,0,0
222,False,0,0,0,0,0
223,False,0,0,0,0,0
224,False,0,0,0,0,0
225,False,0,0,0,0,0
226,False,0,0,0,0,0
227,True,1383629.815879265,0.037072405219078064,0.0006052255630493164,0,0.0350666344165802
228,False,0,0,0,0,0
229,False,0,0,0,0,0
230,True,1044618.1790539956,0.0673431009054184,0.09020638465881348,0.037864357233047485,0.04802313446998596
231,True,128025.79221692542,0.16333632171154022,0.19351398944854736,0.06698983907699585,0.01648595929145813
232,False,0,0,0,0,0
233,True,1223105.5185694618,0.032396480441093445,0.007851660251617432,0.0031895041465759277,0.02803662419319153
234,False,0,0,0,0,0
235,True,193991.2910451838,0.11171351373195648,0.13835525512695312,0.05987197160720825,0.03296247124671936
236,False,0,0,0,0,0
237,True,1163565.881085167,0.12188319861888885,0.22299546003341675,0.04696628451347351,0.0572071373462677
238,False,0,0,0,0,0
239,True,165996.9219704841,0.17181821167469025,0.23533475399017334,0.08664733171463013,0.035874754190444946
240,False,0,0,0,0,0
241,False,0,0,0,0,0
242,False,0,0,0,0,0
243,True,1198015.7630187455,0.03374038636684418,0.00409466028213501,0.005683451890945435,0.027244597673416138
244,False,0,0,0,0,0
245,False,0,0,0,0,0
246,True,267196.60131547495,0.11753790080547333,0.14462703466415405,0.061431825160980225,0.03548792004585266
247,False,0,0,0,0,0
248,True,1231743.1515792848,0.02474774420261383,0,0,0.02413824200630188
249,False,0,0,0,0,0
250,False,0,0,0,0,0
251,False,0,0,0,0,0
252,True,1367087.1240496763,0.1226598471403122,0.2570047974586487,0.0581648051738739,0.058857470750808716
253,False,0,0,0,0,0
254,False,0,0,0,0,0
255,True,923993.0938848098,0.06056927144527435,0.04163229465484619,0.0405922532081604,0.024639040231704712
256,False,0,0,0,0,0
257,False,0,0,0,0,0
258,True,1272835.848125764,0.02912481129169464,0.0032809972763061523,0,0.025999456644058228
259,True,186083.04938358176,0.10514841973781586,0.1335303783416748,0.05730050802230835,0.030474096536636353
260,True,889577.4281721403,0.06859700381755829,0.10895329713821411,0.052122652530670166,0.039301663637161255
261,False,0,0,0,0,0
262,True,1363779.7678657894,0.05089886486530304,0,0,0.04229143261909485
263,True,1231363.5765589112,0.05358077585697174,0,0.0025250613689422607,0.040040165185928345
264,False,0,0,0,0,0
265,False,0,0,0,0,0
266,True,1088331.3246921212,0.11591599881649017,0.21222388744354248,0.055867135524749756,0.052174121141433716
267,False,0,0,0,0,0
268,False,0,0,0,0,0
269,True,609840.6986975557,0.15200506150722504,0.17368429899215698,0.09340497851371765,0.09413138031959534
270,True,782405.305361659,0.10731212794780731,0.21089845895767212,0.08921116590499878,0.04006496071815491
271,True,989297.3791262014,0.1195632666349411,0.21000492572784424,0.05555438995361328,0.05016341805458069
272,False,0,0,0,0,0
273,False,0,0,0,0,0
274,False,0,0,0,0,0
275,False,0,0,0,0,0
276,False,0,0,0,0,0
277,False,0,0,0,0,0
278,False,0,0,0,0,0
279,False,0,0,0,0,0
280,False,0,0,0,0,0
281,False,0,0,0,0,0
282,False,0,0,0,0,0
283,True,1114519.9546643465,0.1097666472196579,0.21201294660568237,0.05556061863899231,0.04895809292793274
284,True,1178752.3529005607,0.027198895812034607,0,0.0029836297035217285,0.02433505654335022
285,False,0,0,0,0,0
286,True,241637.19565110822,0.10362659394741058,0.13525986671447754,0.05125159025192261,0.014254242181777954
287,False,0,0,0,0,0
288,False,0,0,0,0,0
289,False,0,0,0,0,0
290,False,0,0,0,0,0
